CustomerName,CustomerID.1,Region,SignupDate,TransactionID,TransactionDate,ProductID,ProductName,Category,Price,TotalValue
Dustin Campbell,C0032,South America,2024-04-17,T00187,2024-02-24 09:30:35,P069,BookWorld Biography,Books,100.81,100.81
Dustin Campbell,C0032,South America,2024-04-17,T00755,2024-07-12 08:20:42,P033,TechPro T-Shirt,Clothing,64.25,192.75
Dustin Campbell,C0032,South America,2024-04-17,T00514,2024-11-27 20:42:52,P042,ActiveWear Headphones,Electronics,379.44,379.44
Angela Harris,C0039,South America,2024-10-13,T00489,2024-02-13 16:15:35,P080,ActiveWear Jacket,Clothing,303.5,1214.0
Angela Harris,C0039,South America,2024-10-13,T00141,2024-07-08 19:55:52,P027,SoundWave Headphones,Electronics,229.06,687.18
Angela Harris,C0039,South America,2024-10-13,T00868,2024-09-08 14:32:15,P011,SoundWave Desk Lamp,Home Decor,261.2,1044.8
Angela Harris,C0039,South America,2024-10-13,T00053,2024-09-30 14:42:16,P054,SoundWave Cookbook,Books,57.3,171.9
Angela Harris,C0039,South America,2024-10-13,T00498,2024-10-27 05:26:27,P013,BookWorld Smartwatch,Electronics,114.2,114.2
Angela Harris,C0039,South America,2024-10-13,T00075,2024-10-27 13:50:07,P021,SoundWave Rug,Home Decor,335.84,1007.52
Matthew Park,C0048,South America,2024-11-07,T00617,2024-01-14 03:22:21,P079,ActiveWear Rug,Home Decor,417.37,1252.11
Matthew Park,C0048,South America,2024-11-07,T00830,2024-01-28 09:13:22,P010,ComfortLiving Smartwatch,Electronics,350.13,700.26
Matthew Park,C0048,South America,2024-11-07,T00198,2024-09-17 07:53:30,P039,TechPro Smartwatch,Electronics,430.59,430.59
Matthew Park,C0048,South America,2024-11-07,T00383,2024-11-22 19:56:10,P065,BookWorld Sweater,Clothing,427.61,855.22
Matthew Park,C0048,South America,2024-11-07,T00359,2024-12-04 20:50:51,P040,SoundWave Mystery Book,Books,153.19,612.76
Stanley Aguirre,C0052,South America,2024-02-20,T00791,2024-01-09 13:32:17,P061,HomeSense Desk Lamp,Home Decor,156.96,313.92
Stanley Aguirre,C0052,South America,2024-02-20,T00520,2024-04-20 08:12:59,P028,HomeSense Desk Lamp,Home Decor,235.58,235.58
Stanley Aguirre,C0052,South America,2024-02-20,T00779,2024-08-29 18:52:57,P018,ComfortLiving Mystery Book,Books,436.89,1310.67
Stanley Aguirre,C0052,South America,2024-02-20,T00361,2024-09-01 11:18:51,P061,HomeSense Desk Lamp,Home Decor,156.96,627.84
Taylor Murphy,C0071,South America,2022-07-01,T00910,2024-05-22 03:47:06,P040,SoundWave Mystery Book,Books,153.19,153.19
Taylor Murphy,C0071,South America,2022-07-01,T00428,2024-08-02 08:13:23,P001,ActiveWear Biography,Books,169.3,338.6
Taylor Murphy,C0071,South America,2022-07-01,T00965,2024-08-23 15:53:27,P095,BookWorld Cookware Set,Home Decor,227.26,909.04
Emily Roberts,C0076,South America,2024-02-11,T00124,2024-02-07 01:32:26,P058,ActiveWear Textbook,Books,157.62,472.86
Emily Roberts,C0076,South America,2024-02-11,T00957,2024-02-21 04:21:27,P051,ComfortLiving Desk Lamp,Home Decor,65.16,195.48
Emily Roberts,C0076,South America,2024-02-11,T00836,2024-04-25 14:43:34,P019,ComfortLiving Sweater,Clothing,385.37,385.37
Emily Roberts,C0076,South America,2024-02-11,T00089,2024-06-19 23:01:44,P023,ActiveWear Cookware Set,Home Decor,454.53,454.53
Emily Roberts,C0076,South America,2024-02-11,T00006,2024-12-01 20:44:37,P053,TechPro Rug,Home Decor,274.94,824.82
Scott Sims,C0077,South America,2023-10-18,T00820,2024-03-11 10:55:51,P100,HomeSense Sweater,Clothing,126.34,252.68
Scott Sims,C0077,South America,2023-10-18,T00278,2024-09-26 16:10:17,P097,BookWorld Cookbook,Books,319.34,319.34
Scott Sims,C0077,South America,2023-10-18,T00081,2024-11-02 19:35:08,P081,HomeSense Sweater,Clothing,66.32,265.28
Aimee Taylor,C0082,South America,2022-05-13,T00541,2024-07-25 15:20:14,P029,TechPro Headphones,Electronics,433.64,867.28
Aimee Taylor,C0082,South America,2022-05-13,T00928,2024-09-06 18:39:07,P075,TechPro Textbook,Books,497.76,1991.04
Aimee Taylor,C0082,South America,2022-05-13,T00111,2024-09-16 22:57:51,P081,HomeSense Sweater,Clothing,66.32,265.28
Aimee Taylor,C0082,South America,2022-05-13,T00323,2024-09-22 07:51:55,P038,TechPro Vase,Home Decor,147.22,588.88
Aimee Taylor,C0082,South America,2022-05-13,T00375,2024-10-05 02:02:48,P019,ComfortLiving Sweater,Clothing,385.37,1541.48
Aimee Taylor,C0082,South America,2022-05-13,T00577,2024-10-19 00:46:52,P032,BookWorld Cookbook,Books,488.63,977.26
Aimee Taylor,C0082,South America,2022-05-13,T00118,2024-11-30 07:11:48,P068,TechPro Novel,Books,447.23,1341.69
Christina Stark,C0083,South America,2022-04-07,T00469,2024-04-14 12:03:56,P036,BookWorld Jacket,Clothing,372.55,372.55
Christina Stark,C0083,South America,2022-04-07,T00581,2024-11-13 04:56:27,P054,SoundWave Cookbook,Books,57.3,114.6
Christina Stark,C0083,South America,2022-04-07,T00768,2024-12-17 13:01:28,P060,HomeSense T-Shirt,Clothing,155.65,155.65
Richard Brown,C0085,South America,2024-09-22,T00054,2024-02-05 07:45:31,P021,SoundWave Rug,Home Decor,335.84,1007.52
Richard Brown,C0085,South America,2024-09-22,T00328,2024-09-04 11:39:30,P050,ActiveWear Smartwatch,Electronics,437.65,1312.95
Richard Brown,C0085,South America,2024-09-22,T00303,2024-10-11 20:08:31,P030,ActiveWear Cookbook,Books,277.86,277.86
Travis Campbell,C0087,South America,2024-04-11,T00105,2024-02-12 08:14:34,P049,TechPro Textbook,Books,147.95,443.85
Travis Campbell,C0087,South America,2024-04-11,T00938,2024-02-21 18:51:05,P030,ActiveWear Cookbook,Books,277.86,833.58
Travis Campbell,C0087,South America,2024-04-11,T00272,2024-03-26 22:55:37,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,601.36
Travis Campbell,C0087,South America,2024-04-11,T00554,2024-04-13 20:04:25,P029,TechPro Headphones,Electronics,433.64,1734.56
Travis Campbell,C0087,South America,2024-04-11,T00017,2024-05-09 03:52:43,P057,ActiveWear Smartphone,Electronics,239.7,958.8
Travis Campbell,C0087,South America,2024-04-11,T00295,2024-07-22 09:54:09,P059,SoundWave Jeans,Clothing,303.2,909.6
Travis Campbell,C0087,South America,2024-04-11,T00640,2024-09-13 23:20:18,P062,HomeSense Novel,Books,374.16,1122.48
Lisa Kirk,C0091,South America,2023-03-16,T00919,2024-03-10 12:56:52,P013,BookWorld Smartwatch,Electronics,114.2,342.6
Lisa Kirk,C0091,South America,2023-03-16,T00012,2024-03-29 01:28:17,P041,ComfortLiving Smartphone,Electronics,456.28,1825.12
Lisa Kirk,C0091,South America,2023-03-16,T00927,2024-04-22 18:28:54,P026,SoundWave Bluetooth Speaker,Electronics,64.38,193.14
Lisa Kirk,C0091,South America,2023-03-16,T00338,2024-05-28 17:40:20,P026,SoundWave Bluetooth Speaker,Electronics,64.38,128.76
Lisa Kirk,C0091,South America,2023-03-16,T00891,2024-07-24 23:11:16,P004,BookWorld Rug,Home Decor,95.69,382.76
Lisa Kirk,C0091,South America,2023-03-16,T00103,2024-08-13 03:22:31,P081,HomeSense Sweater,Clothing,66.32,265.28
William Walker,C0095,South America,2023-03-04,T00774,2024-01-07 14:19:49,P056,SoundWave Smartwatch,Electronics,16.08,32.16
William Walker,C0095,South America,2023-03-04,T00823,2024-09-30 10:45:06,P079,ActiveWear Rug,Home Decor,417.37,1252.11
Benjamin Mcclure,C0096,South America,2022-11-18,T00362,2024-01-31 07:07:22,P050,ActiveWear Smartwatch,Electronics,437.65,875.3
Benjamin Mcclure,C0096,South America,2022-11-18,T00751,2024-03-11 17:07:12,P088,SoundWave Headphones,Electronics,263.55,527.1
Benjamin Mcclure,C0096,South America,2022-11-18,T00391,2024-08-02 09:54:08,P039,TechPro Smartwatch,Electronics,430.59,1722.36
Benjamin Mcclure,C0096,South America,2022-11-18,T00864,2024-08-22 05:45:56,P025,ActiveWear Cookware Set,Home Decor,284.62,1138.48
Benjamin Mcclure,C0096,South America,2022-11-18,T00552,2024-12-11 17:46:24,P064,HomeSense Running Shoes,Clothing,452.42,1809.68
Rodney Eaton,C0099,South America,2023-01-29,T00322,2024-02-17 04:23:02,P048,TechPro Cookbook,Books,416.4,1249.2
Rodney Eaton,C0099,South America,2023-01-29,T00621,2024-04-19 05:04:38,P045,SoundWave T-Shirt,Clothing,481.78,963.56
Rodney Eaton,C0099,South America,2023-01-29,T00460,2024-05-02 00:25:40,P052,SoundWave Jacket,Clothing,354.81,709.62
Rodney Eaton,C0099,South America,2023-01-29,T00956,2024-05-28 01:25:36,P035,ActiveWear T-Shirt,Clothing,30.59,30.59
Rodney Eaton,C0099,South America,2023-01-29,T00177,2024-06-14 08:41:48,P005,TechPro T-Shirt,Clothing,429.31,1287.93
Rodney Eaton,C0099,South America,2023-01-29,T00916,2024-11-10 19:32:15,P056,SoundWave Smartwatch,Electronics,16.08,64.32
Rodney Eaton,C0099,South America,2023-01-29,T00033,2024-12-17 22:52:47,P036,BookWorld Jacket,Clothing,372.55,745.1
Rodney Eaton,C0099,South America,2023-01-29,T00829,2024-12-23 18:22:03,P085,BookWorld Biography,Books,416.35,1665.4
Michael Atkinson,C0102,South America,2022-09-16,T00471,2024-01-12 17:34:27,P058,ActiveWear Textbook,Books,157.62,630.48
Michael Atkinson,C0102,South America,2022-09-16,T00780,2024-02-14 14:25:57,P002,ActiveWear Smartwatch,Electronics,346.3,1038.9
Michael Atkinson,C0102,South America,2022-09-16,T00365,2024-04-09 18:48:11,P058,ActiveWear Textbook,Books,157.62,630.48
Michael Atkinson,C0102,South America,2022-09-16,T00458,2024-06-25 22:40:29,P061,HomeSense Desk Lamp,Home Decor,156.96,156.96
Michael Atkinson,C0102,South America,2022-09-16,T00684,2024-07-17 07:26:30,P087,TechPro Running Shoes,Clothing,290.17,290.17
Michael Atkinson,C0102,South America,2022-09-16,T00480,2024-08-02 03:34:50,P039,TechPro Smartwatch,Electronics,430.59,1291.77
Michael Atkinson,C0102,South America,2022-09-16,T00843,2024-08-08 19:49:54,P020,ActiveWear Jacket,Clothing,396.34,792.68
Michael Atkinson,C0102,South America,2022-09-16,T00673,2024-09-01 21:40:35,P029,TechPro Headphones,Electronics,433.64,1300.92
Laura Bennett,C0104,South America,2022-02-10,T00702,2024-05-20 13:15:04,P059,SoundWave Jeans,Clothing,303.2,1212.8
Laura Bennett,C0104,South America,2022-02-10,T00772,2024-06-16 21:51:16,P006,ActiveWear Rug,Home Decor,121.32,242.64
Laura Bennett,C0104,South America,2022-02-10,T00196,2024-07-11 17:39:59,P094,HomeSense Cookware Set,Home Decor,447.34,894.68
Laura Bennett,C0104,South America,2022-02-10,T00746,2024-07-19 14:35:31,P079,ActiveWear Rug,Home Decor,417.37,1669.48
Laura Bennett,C0104,South America,2022-02-10,T00324,2024-08-11 07:01:49,P017,ActiveWear Textbook,Books,469.77,469.77
Laura Bennett,C0104,South America,2022-02-10,T00450,2024-08-23 02:14:14,P068,TechPro Novel,Books,447.23,447.23
Laura Bennett,C0104,South America,2022-02-10,T00886,2024-10-28 14:36:09,P022,HomeSense Wall Art,Home Decor,137.54,412.62
Laura Bennett,C0104,South America,2022-02-10,T00735,2024-11-04 07:25:57,P096,SoundWave Headphones,Electronics,307.47,1229.88
Dana Cantrell,C0107,South America,2023-02-07,T00174,2024-02-21 23:48:42,P012,ComfortLiving Headphones,Electronics,159.6,159.6
Dana Cantrell,C0107,South America,2023-02-07,T00255,2024-02-27 16:51:17,P055,BookWorld Biography,Books,128.53,514.12
Dana Cantrell,C0107,South America,2023-02-07,T00059,2024-06-29 13:17:07,P042,ActiveWear Headphones,Electronics,379.44,379.44
Dana Cantrell,C0107,South America,2023-02-07,T00855,2024-08-16 19:51:40,P005,TechPro T-Shirt,Clothing,429.31,1287.93
Dana Cantrell,C0107,South America,2023-02-07,T00569,2024-10-22 12:54:23,P065,BookWorld Sweater,Clothing,427.61,1282.83
David Davis,C0108,South America,2022-09-28,T00087,2024-02-16 19:58:26,P070,HomeSense T-Shirt,Clothing,48.69,48.69
David Davis,C0108,South America,2022-09-28,T00185,2024-03-07 03:54:06,P028,HomeSense Desk Lamp,Home Decor,235.58,942.32
David Davis,C0108,South America,2022-09-28,T00603,2024-05-15 16:06:03,P046,BookWorld Sweater,Clothing,366.07,1098.21
David Davis,C0108,South America,2022-09-28,T00360,2024-05-29 17:04:29,P075,TechPro Textbook,Books,497.76,1493.28
David Davis,C0108,South America,2022-09-28,T00898,2024-07-26 21:44:47,P081,HomeSense Sweater,Clothing,66.32,66.32
David Davis,C0108,South America,2022-09-28,T00848,2024-09-25 01:50:13,P011,SoundWave Desk Lamp,Home Decor,261.2,522.4
David Davis,C0108,South America,2022-09-28,T00817,2024-10-02 22:07:40,P024,SoundWave Cookbook,Books,338.66,677.32
Brian Adkins,C0112,South America,2022-07-07,T00979,2024-05-08 03:42:39,P050,ActiveWear Smartwatch,Electronics,437.65,1312.95
Brian Adkins,C0112,South America,2022-07-07,T00584,2024-06-02 17:24:55,P056,SoundWave Smartwatch,Electronics,16.08,16.08
Brian Adkins,C0112,South America,2022-07-07,T00981,2024-07-10 02:32:56,P058,ActiveWear Textbook,Books,157.62,630.48
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00917,2024-01-18 09:04:29,P090,ComfortLiving Biography,Books,165.3,330.6
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00240,2024-01-24 02:35:57,P076,ActiveWear Jeans,Clothing,429.29,429.29
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00390,2024-02-04 07:33:04,P089,HomeSense Bluetooth Speaker,Electronics,220.91,883.64
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00427,2024-02-05 19:46:58,P079,ActiveWear Rug,Home Decor,417.37,1669.48
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00228,2024-04-21 19:52:01,P069,BookWorld Biography,Books,100.81,201.62
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00045,2024-07-09 02:53:14,P078,HomeSense Rug,Home Decor,41.18,164.72
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00123,2024-07-25 17:05:14,P078,HomeSense Rug,Home Decor,41.18,82.36
Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00276,2024-11-27 17:12:27,P010,ComfortLiving Smartwatch,Electronics,350.13,1050.39
Jacob Holt,C0118,South America,2022-01-22,T00335,2024-04-06 09:26:36,P093,TechPro Vase,Home Decor,304.94,609.88
Jacob Holt,C0118,South America,2022-01-22,T00139,2024-04-13 02:29:41,P065,BookWorld Sweater,Clothing,427.61,427.61
Jacob Holt,C0118,South America,2022-01-22,T00496,2024-10-24 08:30:27,P037,SoundWave Smartwatch,Electronics,459.86,459.86
Jacob Holt,C0118,South America,2022-01-22,T00662,2024-11-08 12:43:10,P058,ActiveWear Textbook,Books,157.62,157.62
Jacob Holt,C0118,South America,2022-01-22,T00201,2024-11-14 13:58:43,P013,BookWorld Smartwatch,Electronics,114.2,114.2
Jacob Holt,C0118,South America,2022-01-22,T00844,2024-12-18 04:17:20,P048,TechPro Cookbook,Books,416.4,1665.6
Francisco Diaz,C0120,South America,2023-01-13,T00593,2024-04-01 07:30:59,P029,TechPro Headphones,Electronics,433.64,867.28
Francisco Diaz,C0120,South America,2023-01-13,T00245,2024-04-28 20:01:47,P089,HomeSense Bluetooth Speaker,Electronics,220.91,883.64
Francisco Diaz,C0120,South America,2023-01-13,T00492,2024-08-08 05:40:02,P057,ActiveWear Smartphone,Electronics,239.7,719.1
Caitlin Brown,C0126,South America,2024-02-20,T00720,2024-01-08 11:31:27,P090,ComfortLiving Biography,Books,165.3,165.3
Caitlin Brown,C0126,South America,2024-02-20,T00061,2024-01-16 00:42:19,P032,BookWorld Cookbook,Books,488.63,977.26
Caitlin Brown,C0126,South America,2024-02-20,T00225,2024-06-20 04:11:50,P066,SoundWave Textbook,Books,337.22,1011.66
Caitlin Brown,C0126,South America,2024-02-20,T00281,2024-09-24 16:29:36,P070,HomeSense T-Shirt,Clothing,48.69,48.69
Caitlin Brown,C0126,South America,2024-02-20,T00412,2024-11-08 14:50:40,P098,SoundWave Laptop,Electronics,299.93,599.86
Caitlin Brown,C0126,South America,2024-02-20,T00493,2024-11-28 19:01:58,P086,SoundWave Novel,Books,440.7,1762.8
Marcus Livingston,C0129,South America,2024-04-14,T00989,2024-05-28 14:48:17,P015,HomeSense Headphones,Electronics,158.93,476.79
Marcus Livingston,C0129,South America,2024-04-14,T00311,2024-09-30 00:40:17,P009,BookWorld Wall Art,Home Decor,325.01,650.02
Marcus Livingston,C0129,South America,2024-04-14,T00906,2024-10-10 12:25:03,P059,SoundWave Jeans,Clothing,303.2,1212.8
Robert Jones,C0130,South America,2023-04-19,T00631,2024-05-14 23:14:59,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,601.36
Gwendolyn Carter,C0133,South America,2023-03-11,T00943,2024-01-01 10:21:22,P046,BookWorld Sweater,Clothing,366.07,366.07
Gwendolyn Carter,C0133,South America,2023-03-11,T00441,2024-02-03 08:15:00,P071,TechPro T-Shirt,Clothing,127.36,509.44
Gwendolyn Carter,C0133,South America,2023-03-11,T00749,2024-06-20 19:04:58,P023,ActiveWear Cookware Set,Home Decor,454.53,909.06
Gwendolyn Carter,C0133,South America,2023-03-11,T00968,2024-12-05 17:47:19,P053,TechPro Rug,Home Decor,274.94,1099.76
Robert Gardner,C0137,South America,2024-04-09,T00877,2024-01-31 15:36:46,P021,SoundWave Rug,Home Decor,335.84,671.68
Robert Gardner,C0137,South America,2024-04-09,T00571,2024-02-01 15:50:43,P017,ActiveWear Textbook,Books,469.77,939.54
Robert Gardner,C0137,South America,2024-04-09,T00633,2024-03-20 23:29:34,P003,ComfortLiving Biography,Books,44.12,132.36
Robert Gardner,C0137,South America,2024-04-09,T00643,2024-05-21 09:00:57,P075,TechPro Textbook,Books,497.76,1493.28
Robert Gardner,C0137,South America,2024-04-09,T00747,2024-12-23 23:09:50,P004,BookWorld Rug,Home Decor,95.69,95.69
Hunter Fuller,C0147,South America,2022-05-16,T00119,2024-03-13 02:57:13,P018,ComfortLiving Mystery Book,Books,436.89,436.89
Hunter Fuller,C0147,South America,2022-05-16,T00980,2024-03-30 09:01:31,P071,TechPro T-Shirt,Clothing,127.36,127.36
Hunter Fuller,C0147,South America,2022-05-16,T00079,2024-05-09 16:33:17,P051,ComfortLiving Desk Lamp,Home Decor,65.16,65.16
Hunter Fuller,C0147,South America,2022-05-16,T00393,2024-05-28 10:52:05,P028,HomeSense Desk Lamp,Home Decor,235.58,706.74
Hunter Fuller,C0147,South America,2022-05-16,T00505,2024-07-29 19:28:48,P066,SoundWave Textbook,Books,337.22,674.44
Hunter Fuller,C0147,South America,2022-05-16,T00960,2024-09-10 12:40:27,P081,HomeSense Sweater,Clothing,66.32,66.32
Hunter Fuller,C0147,South America,2022-05-16,T00357,2024-11-15 23:35:14,P048,TechPro Cookbook,Books,416.4,416.4
Hunter Fuller,C0147,South America,2022-05-16,T00336,2024-11-16 15:45:25,P073,ComfortLiving Laptop,Electronics,26.99,80.97
Hunter Fuller,C0147,South America,2022-05-16,T00570,2024-12-25 00:52:54,P062,HomeSense Novel,Books,374.16,374.16
Matthew Rogers,C0148,South America,2023-04-16,T00218,2024-01-17 19:40:55,P057,ActiveWear Smartphone,Electronics,239.7,719.1
Matthew Rogers,C0148,South America,2023-04-16,T00521,2024-06-11 02:31:18,P011,SoundWave Desk Lamp,Home Decor,261.2,1044.8
Matthew Rogers,C0148,South America,2023-04-16,T00936,2024-06-11 20:36:32,P040,SoundWave Mystery Book,Books,153.19,612.76
Matthew Rogers,C0148,South America,2023-04-16,T00049,2024-06-23 14:05:49,P039,TechPro Smartwatch,Electronics,430.59,1291.77
Matthew Rogers,C0148,South America,2023-04-16,T00912,2024-10-02 16:00:54,P094,HomeSense Cookware Set,Home Decor,447.34,1789.36
Angela Williams,C0150,South America,2022-09-13,T00005,2024-05-25 17:44:48,P087,TechPro Running Shoes,Clothing,290.17,580.34
Amber Gonzalez,C0151,South America,2024-11-22,T00369,2024-12-24 11:40:24,P082,ComfortLiving Rug,Home Decor,55.99,223.96
Justin Evans,C0152,South America,2022-04-19,T00416,2024-01-13 10:46:55,P058,ActiveWear Textbook,Books,157.62,157.62
Justin Evans,C0152,South America,2022-04-19,T00205,2024-04-09 09:14:53,P079,ActiveWear Rug,Home Decor,417.37,1669.48
Justin Evans,C0152,South America,2022-04-19,T00169,2024-06-09 15:20:30,P051,ComfortLiving Desk Lamp,Home Decor,65.16,65.16
Justin Evans,C0152,South America,2022-04-19,T00325,2024-06-22 20:59:16,P074,SoundWave Desk Lamp,Home Decor,295.58,295.58
Justin Evans,C0152,South America,2022-04-19,T00529,2024-10-21 06:20:03,P072,ActiveWear Headphones,Electronics,399.34,1198.02
Justin Smith,C0153,South America,2022-03-20,T00692,2024-06-30 22:09:50,P062,HomeSense Novel,Books,374.16,748.32
